Store Name,City,County,State,Latitude,Longitude,Place Classification,Place Population,Place Store Count,"Place Stores per 10,000",Place Poverty Rate %,Place Poverty Count,County Total Population (ACS 2023),County Total Stores in County,"County Stores per 10,000",Adjusted County Density (excl. Place),Place Density > Adjusted County Density,County Poverty Rate %,County Poverty Count (ACS 2023),Place Density > County Density,Is Rural Store,Place Urban Population Share
Dollar General,Pollocksville,Jones,NC,34.999,-77.224,"Rural (< 5,000)",363,1,35.46,0.174,63.0,9131,3,3.29,2.28,Yes,0.212682072062206,1942,Yes,Yes,0.000000
Dollar General,Currie,Pender,NC,34.459,-78.051,"Rural (< 5,000)",280,1,35.71,,,62106,8,1.29,1.13,Yes,0.106930087270151,6641,Yes,Yes,
Dollar General,Creswell,Washington,NC,35.873,-76.389,"Rural (< 5,000)",205,1,36.23,0.312,64.0,10649,5,4.7,3.83,Yes,0.247065452155132,2631,Yes,Yes,0.000000
Dollar General,Turkey,Sampson,NC,34.991,-78.185,"Rural (< 5,000)",446,1,36.5,0.052,23.0,57941,11,1.9,1.74,Yes,0.202395540290986,11727,Yes,Yes,0.000000
Dollar General,Castalia,Nash,NC,36.06,-78.037,"Rural (< 5,000)",223,1,36.76,0.368,82.0,93468,24,2.57,2.47,Yes,0.140326100911542,13116,Yes,Yes,0.000000
Dollar General,Halifax,Halifax,NC,36.33,-77.593,"Rural (< 5,000)",257,1,37.45,0.062,16.0,47012,11,2.34,2.14,Yes,0.251552795031056,11826,Yes,Yes,0.000000
Dollar General,Delco,Columbus,NC,34.314,-78.215,"Rural (< 5,000)",117,1,38.46,0.0,0.0,47923,17,3.55,3.35,Yes,0.187926465371534,9006,Yes,Yes,0.000000
Dollar General,Trenton,Jones,NC,35.067,-77.366,"Rural (< 5,000)",186,1,39.68,0.151,28.0,9131,3,3.29,2.24,Yes,0.212682072062206,1942,Yes,Yes,0.000000
Dollar General,Vass,Moore,NC,35.234,-79.312,"Rural (< 5,000)",1092,3,39.79,0.075,82.0,101170,15,1.48,1.2,Yes,0.0996046258772363,10077,Yes,Yes,0.000000
Dollar General,Vass,Moore,NC,35.2,-79.166,"Rural (< 5,000)",1092,3,39.79,0.075,82.0,101170,15,1.48,1.2,Yes,0.0996046258772363,10077,Yes,Yes,0.000000
Dollar General,Vass,Moore,NC,35.24,-79.301,"Rural (< 5,000)",1092,3,39.79,0.075,82.0,101170,15,1.48,1.2,Yes,0.0996046258772363,10077,Yes,Yes,0.000000
Dollar General,Crumpler,Ashe,NC,36.468,-81.397,"Rural (< 5,000)",250,1,40.0,,,26504,5,1.89,1.52,Yes,0.140507093268941,3724,Yes,Yes,
Dollar General,Merry Hill,Bertie,NC,36.034,-76.783,"Rural (< 5,000)",250,1,40.0,,,15931,4,2.51,1.91,Yes,0.197853242106585,3152,Yes,Yes,
Dollar General,Powellsville,Bertie,NC,36.229,-76.938,"Rural (< 5,000)",141,1,40.0,0.021,3.0,15931,4,2.51,1.9,Yes,0.197853242106585,3152,Yes,Yes,0.000000
Dollar General,Marble,Cherokee,NC,35.173,-83.925,"Rural (< 5,000)",377,1,40.0,0.066,25.0,28841,7,2.43,2.11,Yes,0.146250130023231,4218,Yes,Yes,0.000000
Dollar General,Hallsboro,Columbus,NC,34.322,-78.595,"Rural (< 5,000)",145,1,40.0,0.117,17.0,47923,17,3.55,3.35,Yes,0.187926465371534,9006,Yes,Yes,0.000000
Dollar General,Longwood,Columbus,NC,34.003,-78.542,"Rural (< 5,000)",250,1,40.0,,,47923,17,3.55,3.36,Yes,0.187926465371534,9006,Yes,Yes,
Dollar General,Sims,Wilson,NC,35.76,-78.056,"Rural (< 5,000)",366,1,40.0,0.093,34.0,77254,12,1.55,1.43,Yes,0.210034431874078,16226,Yes,Yes,0.000000
Dollar General,Bakersville,Mitchell,NC,36.104,-82.195,"Rural (< 5,000)",718,2,43.76,0.177,127.0,14580,4,2.74,1.44,Yes,0.129561042524006,1889,Yes,Yes,0.000000
Dollar General,Bakersville,Mitchell,NC,36.011,-82.153,"Rural (< 5,000)",718,2,43.76,0.177,127.0,14580,4,2.74,1.44,Yes,0.129561042524006,1889,Yes,Yes,0.000000
Dollar General,Cerro Gordo,Columbus,NC,34.329,-78.927,"Rural (< 5,000)",335,1,47.17,0.251,84.0,47923,17,3.55,3.36,Yes,0.187926465371534,9006,Yes,Yes,0.000000
Dollar General,Autryville,Sampson,NC,35.113,-78.625,"Rural (< 5,000)",170,1,49.26,0.147,25.0,57941,11,1.9,1.73,Yes,0.202395540290986,11727,Yes,Yes,0.000000
Dollar General,Ennice,Alleghany,NC,36.56,-80.943,"Rural (< 5,000)",200,1,50.0,,,10970,2,1.82,0.93,Yes,0.17383773928897,1907,Yes,Yes,
Dollar General,Glendale Springs,Ashe,NC,36.344,-81.37,"Rural (< 5,000)",200,1,50.0,,,26504,5,1.89,1.52,Yes,0.140507093268941,3724,Yes,Yes,
Dollar General,Warrensville,Ashe,NC,36.46,-81.518,"Rural (< 5,000)",200,1,50.0,,,26504,5,1.89,1.52,Yes,0.140507093268941,3724,Yes,Yes,
Dollar General,Prospect Hill,Caswell,NC,36.245,-79.19,"Rural (< 5,000)",200,1,50.0,,,21161,5,2.36,1.91,Yes,0.157128680119087,3325,Yes,Yes,
Dollar General,Tyner,Chowan,NC,36.226,-76.657,"Rural (< 5,000)",200,1,50.0,,,13584,5,3.68,2.99,Yes,0.205388692579505,2790,Yes,Yes,
Dollar General,Mill Spring,Polk,NC,35.297,-82.164,"Rural (< 5,000)",400,2,50.0,,,19354,6,3.1,2.11,Yes,0.136560917639764,2643,Yes,Yes,
Dollar General,Mill Spring,Polk,NC,35.397,-82.195,"Rural (< 5,000)",400,2,50.0,,,19354,6,3.1,2.11,Yes,0.136560917639764,2643,Yes,Yes,
Dollar General,Thurmond,Wilkes,NC,36.366,-80.95,"Rural (< 5,000)",200,1,50.0,,,64649,14,2.17,2.02,Yes,0.164318086900029,10623,Yes,Yes,
Dollar General,Eureka,Wayne,NC,35.54,-77.879,"Rural (< 5,000)",203,1,51.28,0.059,12.0,114923,20,1.74,1.66,Yes,0.169121933816555,19436,Yes,Yes,0.000000
Dollar General,Vale,Lincoln,NC,35.51,-81.46,"Rural (< 5,000)",550,3,54.55,,,89512,12,1.34,1.01,Yes,0.0904571454106712,8097,Yes,Yes,
Dollar General,Vale,Lincoln,NC,35.565,-81.481,"Rural (< 5,000)",550,3,54.55,,,89512,12,1.34,1.01,Yes,0.0904571454106712,8097,Yes,Yes,
Dollar General,Vale,Lincoln,NC,35.488,-81.391,"Rural (< 5,000)",550,3,54.55,,,89512,12,1.34,1.01,Yes,0.0904571454106712,8097,Yes,Yes,
Dollar General,Shiloh,Camden,NC,36.273,-76.088,"Rural (< 5,000)",180,1,55.56,,,10693,3,2.81,1.9,Yes,0.0502197699429533,537,Yes,Yes,
Dollar General,Scaly Mountain,Macon,NC,35.022,-83.304,"Rural (< 5,000)",180,1,55.56,,,37071,8,2.16,1.9,Yes,0.143966982277252,5337,Yes,Yes,
Dollar General,Bostic,Rutherford,NC,35.446,-81.811,"Rural (< 5,000)",351,2,56.34,0.151,53.0,63623,16,2.51,2.21,Yes,0.175974097417601,11196,Yes,Yes,0.000000
Dollar General,Bostic,Rutherford,NC,35.333,-81.837,"Rural (< 5,000)",351,2,56.34,0.151,53.0,63623,16,2.51,2.21,Yes,0.175974097417601,11196,Yes,Yes,0.000000
Dollar General,Dudley,Wayne,NC,35.267,-78.042,"Rural (< 5,000)",2320,2,58.31,0.287,666.0,114923,20,1.74,1.6,Yes,0.169121933816555,19436,Yes,Yes,0.000000
Dollar General,Dudley,Wayne,NC,35.227,-77.987,"Rural (< 5,000)",2320,2,58.31,0.287,666.0,114923,20,1.74,1.6,Yes,0.169121933816555,19436,Yes,Yes,0.000000
Dollar General,Tuckasegee,Jackson,NC,35.271,-83.122,"Rural (< 5,000)",150,1,66.67,,,39227,6,1.53,1.28,Yes,0.193106788691463,7575,Yes,Yes,
Dollar General,Nebo,McDowell,NC,35.706,-81.939,"Rural (< 5,000)",1608,3,66.67,0.149,239.0,43337,11,2.54,1.92,Yes,0.139765096799502,6057,Yes,Yes,0.000000
Dollar General,Nebo,McDowell,NC,35.633,-81.885,"Rural (< 5,000)",1608,3,66.67,0.149,239.0,43337,11,2.54,1.92,Yes,0.139765096799502,6057,Yes,Yes,0.000000
Dollar General,Nebo,McDowell,NC,35.713,-81.929,"Rural (< 5,000)",1608,3,66.67,0.149,239.0,43337,11,2.54,1.92,Yes,0.139765096799502,6057,Yes,Yes,0.000000
Dollar General,Godwin,Cumberland,NC,35.158,-78.615,"Rural (< 5,000)",170,1,67.57,0.171,29.0,318188,28,0.88,0.85,Yes,0.172206368561982,54794,Yes,Yes,0.000000
Dollar General,Middleburg,Vance,NC,36.398,-78.326,"Rural (< 5,000)",179,1,68.97,0.486,87.0,41868,10,2.39,2.16,Yes,0.189548103563581,7936,Yes,Yes,0.000000
Dollar General,Seagrove,Randolph,NC,35.484,-79.687,"Rural (< 5,000)",346,2,74.63,0.043,15.0,143617,20,1.39,1.26,Yes,0.147649651503652,21205,Yes,Yes,0.000000
Dollar General,Seagrove,Randolph,NC,35.545,-79.781,"Rural (< 5,000)",346,2,74.63,0.043,15.0,143617,20,1.39,1.26,Yes,0.147649651503652,21205,Yes,Yes,0.000000
Dollar General,Lumber Bridge,Robeson,NC,34.87,-79.1,"Rural (< 5,000)",65,1,77.52,0.108,7.0,113440,28,2.47,2.38,Yes,0.28774682651622,32642,Yes,Yes,0.000000
Dollar General,Seven Springs,Wayne,NC,35.209,-77.892,"Rural (< 5,000)",6,1,90.91,0.0,0.0,114923,20,1.74,1.65,Yes,0.169121933816555,19436,Yes,Yes,0.000000
Dollar General,Hayesville,Clay,NC,35.036,-83.815,"Rural (< 5,000)",976,3,96.46,0.242,236.0,11252,3,2.67,0.0,Yes,0.13473160327053,1516,Yes,Yes,0.000000
Dollar General,Hayesville,Clay,NC,35.032,-83.84,"Rural (< 5,000)",976,3,96.46,0.242,236.0,11252,3,2.67,0.0,Yes,0.13473160327053,1516,Yes,Yes,0.000000
Dollar General,Hayesville,Clay,NC,35.032,-83.855,"Rural (< 5,000)",976,3,96.46,0.242,236.0,11252,3,2.67,0.0,Yes,0.13473160327053,1516,Yes,Yes,0.000000
Dollar General,Rennert,Robeson,NC,34.814,-79.077,"Rural (< 5,000)",264,1,100.0,0.314,83.0,113440,28,2.47,2.39,Yes,0.28774682651622,32642,Yes,Yes,0.000000
Dollar General,Tar Heel,Bladen,NC,34.733,-78.79,"Rural (< 5,000)",72,1,103.09,0.097,7.0,29221,10,3.42,3.09,Yes,0.212415728414496,6207,Yes,Yes,0.000000
Dollar General,Norman,Richmond,NC,35.171,-79.723,"Rural (< 5,000)",138,1,125.0,0.377,52.0,41632,10,2.4,2.17,Yes,0.251681398923905,10478,Yes,Yes,0.000000
Dollar General,Orrum,Robeson,NC,34.463,-79.008,"Rural (< 5,000)",56,1,140.85,0.286,16.0,113440,28,2.47,2.38,Yes,0.28774682651622,32642,Yes,Yes,0.000000
Dollar General,Bolivia,Brunswick,NC,33.989,-78.207,"Rural (< 5,000)",221,3,176.47,0.059,13.0,144672,22,1.52,1.32,Yes,0.0937983853129839,13570,Yes,Yes,0.000000
Dollar General,Bolivia,Brunswick,NC,33.976,-78.13,"Rural (< 5,000)",221,3,176.47,0.059,13.0,144672,22,1.52,1.32,Yes,0.0937983853129839,13570,Yes,Yes,0.000000
Dollar General,Bolivia,Brunswick,NC,34.061,-78.154,"Rural (< 5,000)",221,3,176.47,0.059,13.0,144672,22,1.52,1.32,Yes,0.0937983853129839,13570,Yes,Yes,0.000000
